CHARACTER_ID,RACE,BACKGROUND,PRIMARY_CLASS,SUBCLASS,CHAR_LEVEL,FEATS,HITPOINTS,ARMOUR_CLASS,STRENGTH,DEXTERITY,CONSTITUTION,INTELLIGENCE,WISDOM,CHARISMA,ALIGNMENT,SKILLS,WEAPONS,SPELLS
a12c42,Goblin,Acolyte,Wizard,School of Evocation,3,,16,12,8,14,13,15,14,11,,Arcana|Investigation|Religion|Insight,Dagger,
6cd6ef,Lightfoot Halfling,Criminal,Rogue,Thief,3,,24,14,10,17,12,10,9,16,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger,
6fef89,Hill Dwarf,Mercenary Veteran,Sorcerer,Draconic Bloodline,3,,24,13,10,10,13,12,15,15,,Athletics|Arcana|Deception|Persuasion,Quarterstaff|Dagger,
b7e31d,Tiefling,Acolyte,Cleric,War Domain,3,,21,18,13,12,10,12,15,14,,History|Religion|Insight|Persuasion,"Warhammer|Crossbow, light",Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2
f109bf,Human,Noble,Wizard,School of Illusion,3,Prodigy,11,11,8,12,8,16,16,13,,Arcana|History|Investigation|Perception|Persuasion,Quarterstaff,
a45bd0,Half-Elf,Mercenary Veteran,Fighter,Champion,3,,28,18,16,14,13,10,10,14,,Athletics|Acrobatics|Survival|Deception|Intimidation|Persuasion,Greatsword|Handaxe,
0a34ee,Human,Folk Hero,Paladin,Oath of Devotion,3,Charger,29,18,16,10,12,10,13,14,,Athletics|Religion|Animal Handling|Survival|Persuasion,Warhammer,Protection from Evil and Good*1|Sanctuary*1
1ae35a,Deep Gnome,Haunted One,Monk,Way of Shadow,3,,23,15,9,16,12,12,14,12,,Acrobatics|Stealth|Arcana|Survival,Handaxe|Dart|Unarmed strike,
6588f3,Dragonborn,Mercenary Veteran,Fighter,Battle Master,3,,36,19,16,11,14,11,11,13,,Athletics|Acrobatics|Intimidation|Persuasion,"Lance|Crossbow, light",
1eb888,Wood Elf,Urchin,Monk,Way of the Open Hand,3,,29,15,12,17,14,10,14,8,,Acrobatics|Sleight of Hand|Stealth|Insight|Perception,Shortsword|Unarmed strike|Longbow|Dagger|Dagger,
65a106,Goblin,Sage,Druid,Circle of Dreams,3,,24,15,13,14,11,14,15,8,Chaotic Good,Arcana|History|Nature|Insight,Scimitar,
ee2cdf,Tiefling,Entertainer,Sorcerer,Storm Sorcery,3,,21,12,8,14,12,14,10,17,,Acrobatics|Arcana|Deception|Performance,Spear|Dagger,
cc3115,Eladrin DMG,Acolyte,Cleric,Life Domain,3,,24,18,8,14,10,14,15,14,Chaotic Neutral,History|Religion|Insight|Medicine|Perception,Mace|Javelin,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2
f11bbc,Mountain Dwarf,Mercenary Veteran,Barbarian,Path of the Zealot,3,,45,14,17,13,16,8,10,12,Chaotic Good,Athletics|Survival|Intimidation|Persuasion,Greataxe|Handaxe|Javelin,
74591b,Human,Noble,Rogue,Assassin,3,,24,14,9,16,11,14,13,15,,Sleight of Hand|Stealth|History|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,
13e4e4,Human,Entertainer,Monk,Way of the Four Elements,3,,30,16,10,16,14,10,16,11,,Athletics|Acrobatics|Stealth|Performance,Quarterstaff|Dart|Unarmed strike|Fist of Wind (2 Ki),
24f0e8,Tiefling,Charlatan,Rogue,Mastermind,3,,15,12,11,13,10,12,14,16,,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
89e62b,High Elf,Sage,Wizard,School of Evocation,3,,21,12,10,14,13,16,10,13,,Arcana|History|Religion|Insight|Perception,Dagger,
fc027e,Meadowguard,Guild Artisan,Paladin,Oath of Free Commerce,3,,22,19,15,10,10,10,14,15,,Athletics|Insight|Medicine|Persuasion,Longsword|Javelin,identify*1|unseen servant*1
b3a26a,High Elf,Noble,Barbarian,Path of the Berserker,3,,29,14,15,16,13,11,8,12,,Athletics|History|Perception|Intimidation|Persuasion,Halberd|Dagger|Javelin,True Strike *0
e8c636,Wood Elf,Hermit,Monk,Way of the Four Elements,3,,20,15,10,17,13,12,15,8,,Acrobatics|Stealth|Religion|Medicine|Perception,Shortsword|Dart|Unarmed strike,
dc62fe,Human,Noble,Fighter,Battle Master,3,Shield Master,28,18,16,8,14,8,10,16,Chaotic Good,Athletics|History|Insight|Intimidation|Persuasion,"Longsword|Crossbow, light",
3a4ac0,Lightfoot Halfling,Guild Artisan,Cleric,Life Domain,3,,27,18,12,16,13,10,15,9,,Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Spare The Dying*0|Sacred Flame*0|Light*0|Cure Wounds*1|Detect Magic*1|Inflict Wounds*1|Healing Word*1|Spiritual Weapon*2|Shatter*2
ab4bee,Variant,Faction Agent/Outlander,Paladin,Oath of Ancients,3,,39,19,17,14,19,12,16,20,"""Good""",Athletics|Nature|Religion|Insight|Persuasion,Longsword|Javelin|Quarterstaff|Greatsword?,Fire Bolt  1d10 120ft*0|Booming Blade? (After AC bump)*0|Blade Ward? (melee resistance)*0|Ensnaring Strike*1|Speak with Animals*1|Shield of Faith*1|Bless*1|Compelled Duel (no AL)*1|Protection from Good and Evil*1|Command (Reaction)*1|Heroism*1
b21eda,Stout Halfling,Knight,Paladin,Oath of the Crown,3,,28,16,14,10,14,10,12,15,,Athletics|History|Intimidation|Persuasion,Longsword|Dagger,Command*1|Compelled Duel*1
38def9,Dragonborn,Soldier,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Chaotic good,Athletics|Insight|Intimidation|Persuasion,Longsword|Javelin,Ensnaring Strike*1|Speak with Animals*1
552x8fb,Dragonborn,Soldier,Paladin,Oath of Ancients,3,,28,18,16,12,14,10,10,14,Chaotic good,Athletics|Insight|Intimidation|Persuasion,Longsword|Javelin,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Thunderous Smite*1|Shield Of Faith*1
1bfc2a,Tiefling,Criminal,Warlock,The Hexblade,3,,24,12,8,13,14,11,12,17,,Stealth|Arcana|Deception|Intimidation,"Crossbow, light|Dagger",
30ba1f,Half-Orc,Outlander,Barbarian,Path of the Zealot,3,,35,13,16,12,15,8,12,11,Chaotic Good,Athletics|Stealth|Insight|Survival|Intimidation,Greataxe|Javelin|Light hammer|Unarmed strike,
4d08e4,Goliath,Mercenary Veteran,Fighter,Champion,3,,30,16,17,14,14,10,12,8,,Athletics|Perception|Intimidation|Persuasion,Maul|Trident|Handaxe,
aaad34,Human,Hermit,Druid,Circle of the Moon,3,,27,15,11,15,14,9,16,13,,Nature|Religion|Medicine|Survival,Scimitar,
0ff20d,Mountain Dwarf,Soldier,Barbarian,Path of the Ancestral Guardian,3,,35,14,17,13,16,8,12,10,,Athletics|Animal Handling|Survival|Intimidation,Greataxe|Javelin,
fc67e2,Human,Cloistered Scholar,Cleric,Forge Domain,3,,24,16,14,11,15,13,9,16,,Arcana|History|Insight|Persuasion,Mace|Club,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2
dd8b34,Forest Gnome,Entertainer,Sorcerer,Wild Magic,3,,24,6,7,3,17,15,16,18,chaotic good,Acrobatics|Arcana|Performance|Persuasion,"Crossbow, light|Dagger",
45cm534,Goliath,Clan Crafter,Barbarian,Path of the Berserker,3,,35,14,17,12,16,8,8,13,,Athletics|History|Insight|Perception|Intimidation,Greataxe|Handaxe|Javelin,
81919c,Human,Noble,Fighter,Cavalier,3,Polearm Master,31,16,19,12,16,14,16,14,,Athletics|History|Animal Handling|Insight|Perception|Persuasion,Glaive|Pike|Handaxe,
9482a9,Human,Far Traveler,Sorcerer,Storm Sorcery,3,,14,15,10,14,10,14,10,16,CG,Acrobatics|Stealth|Arcana|Investigation|Insight|Perception|Intimidation|Persuasion,Firebolt|Shocking Grasp|Quarterstaff,Firebolt*0|Light*0|Shocking Grasp*0|Blade Ward*0|Mage Armor*1|Shield*1|Ice Knife*1|Scorching Ray*2
57c9b7,Tabaxi,Sailor,Monk,Way of the Open Hand,3,,18,15,10,17,12,10,15,10,,Athletics|Acrobatics|Stealth|Insight|Perception,Quarterstaff|Dart|Unarmed strike,
a77d96,High Elf,Custom,Ranger,Beast Master,3,,34,16,13,20,18,14,15,11,,Stealth|Nature|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow|Rapier|,Firebolt*0|Cure Wounds*1|Hunters Mark*1
ae4c01,Human,Knight,Monk,Way of Tranquility,3,Mounted Combatant,24,15,8,16,14,12,14,10,,Acrobatics|Stealth|History|Perception|Persuasion,Shortsword|Dart|Unarmed strike,
f1fa28,Half-Elf,Mercenary Veteran,Ranger,Beast Master,3,,32,16,10,16,14,13,13,10,,Athletics|Stealth|Animal Handling|Insight|Medicine|Survival|Persuasion,"Shortsword|Crossbow, light",
ad7875,Turtle,Hermit,Barbarian,Path of the Berserker,3,,32,19,19,12,14,8,12,13,,Nature|Religion|Animal Handling|Medicine|Survival,Greataxe|Handaxe|Javelin,
aa5dnea,Goliath,Entertainer,Bard,College of Swords,3,,27,12,16,12,16,8,13,16,,Athletics|Acrobatics|Sleight of Hand|Deception|Performance|Persuasion,Longsword|Dagger,
aa5dxea,Half-Orc,Knight,Fighter,Champion,3,,29,16,19,14,15,11,9,9,,Athletics|Nature|Perception|Intimidation|Persuasion,Shortsword|Shortsword|Handaxe,
8dr0d65,Wood Elf,Folk Hero,Rogue,Thief,3,,21,14,8,16,13,9,16,11,,Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival|Deception,Rapier|Shortbow|Dagger,
81e908,Human,Sage,Druid,Circle of the Land,3,,24,12,11,12,14,16,13,11,,Arcana|History|Animal Handling|Perception,Scimitar|Dagger,Thorn Whip*0|Druidcraft*0|Fog Cloud*1|Jump*1|Speak With Animals*1|Moonbeam*2|Locate Object*2|Spider climb*2|Web*2
92b0c2,Half-Elf,Hermit,Druid,Circle of the Shepherd,3,,24,11,11,11,15,13,17,16,Nuetral Goodt,Nature|Religion|Animal Handling|Insight|Medicine|Perception,Spear|Handaxe,Shillelagh*0|Produce Flame*0|Cure Wounds*1|Goodberry*1|Thunderwave*1|Charm Person*1|Moonbeam*2|Pass Without Trace*2
9b7748,Half-Orc,Outlander,Monk,Way of the Four Elements,3,,24,12,17,14,14,12,10,8,,Athletics|History|Religion|Survival|Intimidation,Monk Unarmed Strike|Shortsword|Dart,
c2103d,Half-Orc,Folk Hero,Monk,Way of the Drunken Master,3,,27,14,13,15,14,12,14,11,Lawful good,Acrobatics|Animal Handling|Insight|Survival|Intimidation|Performance,Dart|Unarmed Strike|Quarterstaff,
0596a4,Lightfoot Halfling,Criminal,Rogue,Arcane Trickster,3,,21,14,15,16,13,12,10,9,,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion,Rapier|Shortsword|Shortbow|Dagger,Mage Hand*0|Message*0|Disguise Self*1|Magic Missle*1
c02930,Half-Elf,Courtier,Bard,College of Lore,3,,24,13,10,14,14,9,12,17,,Acrobatics|Sleight of Hand|History|Insight|Medicine|Deception|Performance|Persuasion,Rapier|Dagger,
59c905,Dragonborn,Acolyte,Barbarian,Path of the Berserker,3,,29,13,17,14,13,12,10,9,,Religion|Insight,Greataxe|Handaxe|Javelin,
fa403a,Gray Dwarf,Urban Bounty Hunter,Ranger,Hunter,3,,28,16,16,14,15,12,10,8,,Nature|Animal Handling|Insight|Perception|Persuasion,Shortsword|Longbow,
4b7f11,Wood Elf,Custom,Ranger,Beast Master,3,,25,15,12,18,13,10,17,8,,Stealth|Nature|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow,
b6cafc,Half-Elf,Acolyte,Rogue,Assassin,3,,21,13,15,14,13,12,10,10,,Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger,
1c5783,Stout Halfling,Barbarian Tribe Member,Barbarian,Path of the Berserker,3,,38,16,16,16,16,13,14,14,,Athletics|Nature|Animal Handling|Survival,Greataxe|Handaxe|Javelin,
f43341,Human,Hermit,Monk,Way of the Open Hand,3,,27,17,12,18,16,14,17,13,,Acrobatics|History|Religion|Medicine,Club|Dart|Unarmed strike,
c4f9bf,Half-Orc,Knight,Paladin,Oath of Vengeance,3,,28,18,19,10,14,12,10,17,,Athletics|Arcana|Religion|Intimidation|Persuasion,Greataxe|Javelin,Bane*1|Hunter‰Ûªs Mark*1
f22e11,Tiefling,Cloistered Scholar,Cleric,Life Domain,3,,24,18,13,11,14,13,16,13,,History|Religion|Insight|Medicine,"Mace|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2
d9db19,Goblin,Charlatan,Rogue,Assassin,3,,24,16,10,20,15,14,11,14,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Shortsword|Shortbow|Dagger,
7ea9e1,Tabaxi,Urban Bounty Hunter,Rogue,Assassin,3,,24,14,8,17,14,10,12,14,CN,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
69ad241,Triton,Knight,Fighter,Samurai,3,,28,18,16,14,14,8,10,13,LG,Athletics|Acrobatics|History|Insight|Persuasion,Lance|Handaxe,
79f29c,Goliath,Barbarian Tribe Member,Barbarian,Path of the Zealot,3,,32,12,17,10,15,8,12,13,,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,
aa5dea,Goliath,,Cleric,Forge Domain,3,,31,18,16,13,16,8,16,12,neutral,Athletics|Insight|Survival|Persuasion,Mace|Spear,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2
ebf624,Human,Soldier,Ranger,Hunter,3,Sharpshooter,25,14,13,16,13,8,14,10,,Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation,Shortsword|Longbow,
29ca76,Goliath,Outlander,Ranger,Hunter Conclave,3,,24,13,16,15,14,10,12,8,Neuteral Good,Athletics|Stealth|Nature|Animal Handling|Survival,Longbow|Greataxe,
4b30be,Human,Hermit,Monk,Way of the Kensei,3,,24,12,15,16,14,13,9,11,,Athletics|Religion|Insight|Medicine,Quarterstaff|Dart|Unarmed Strike,
d43cfb,Dark Elf,Far Traveler,Fighter,Eldritch Knight,3,,28,18,15,10,15,14,10,9,,History|Animal Handling|Insight|Perception,"Longsword|Crossbow, light",
ed15b3,Human,Soldier,Rogue,Assassin,3,Alert,24,15,9,16,14,14,14,11,Neutral,Athletics|Acrobatics|Stealth|Insight|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger,
38ef2c,Human,Far Traveler,Rogue,Assassin,3,,24,14,9,16,15,14,11,13,,Acrobatics|Stealth|Insight|Perception|Intimidation|Performance,Rapier|Shortbow|Dagger,
fd71db,Human,City Watch,Warlock,The Celestial,3,Spell Sniper,24,13,10,14,14,16,14,18,LN,Athletics|Investigation|Insight|Perception|Deception,Dagger|Quarterstaff,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestiditation*0|Mending*0|Mage Hand*0|Protecton From Good And Evil*1|Hex*1|Guiding Bolt*1|Cure Wounds*1
e291c4,Hill Dwarf,Cloistered Scholar,Cleric,Life Domain,3,,30,16,16,10,16,12,18,11,,History|Religion|Insight|Medicine,"Warhammer|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2
e4a93c,Human,Noble,Sorcerer,Draconic Bloodline,3,Spell Sniper,26,16,10,16,16,11,11,18,NG,Arcana|History|Insight|Deception|Persuasion,Quarterstaff|Dagger,
1b4f23,Human,Acolyte,Cleric,Tempest Domain,3,Magic Initiate,27,16,12,10,16,10,18,12,,Religion|Insight|Medicine|Persuasion,"Warhammer|Crossbow, light",Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2
b99519,Tabaxi,Sailor,Bard,College of Swords,3,,27,15,12,18,17,13,14,18,,Athletics|Stealth|Arcana|Religion|Perception|Performance,Rapier|Dagger,
4626a0,Variant,Acolyte,Warlock,The Great Old One,3,,30,12,12,12,15,13,15,20,Neutral Evil,Arcana|Religion|Insight|Deception,Quarterstaff|Shortbow|Dagger,Eldritch Blast*0|Thunderclap*0|Friends*0|Dancing Lights*0|Fire Bolt*0|Viscious Mockery*0|Hellish Rebuke*1|Dissonant Whispers*1
0048c5,Firbolg,Sage,Druid,Circle of the Moon,3,,21,14,11,13,12,14,17,8,,Arcana|History|Nature|Insight,Quarterstaff|Javelin|Sling,
7fc550f,Variant,Faction Agent,Paladin,Oath of Ancients,3,,28,18,15,12,14,10,8,17,,Athletics|Religion|Insight|Perception|Intimidation|Persuasion,Longsword|Javelin,Ensnaring Strike*1|Speak with Animals*1
9cf749,Scourge Aasimar,Folk Hero,Paladin,OathBreaker,3,,32,18,16,13,16,8,12,16,,Athletics|Animal Handling|Survival|Intimidation,Longsword|Javelin,Hellish Rebuke*1|Inflict Wounds*1
f22218,Scourge Aasimar,Knight,Fighter,Samurai,3,,36,16,16,13,16,8,14,14,lawful good,Athletics|Animal Handling|Insight|Perception,Longsword|Shortsword|Longbow,
f55235,Centaur,Sailor,Rogue,Thief,3,,21,13,16,15,12,10,14,8,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival,Shortsword|Shortsword|Dagger,
7924b7,Wood Elf,Acolyte,Cleric,Life Domain,3,,27,15,10,14,12,12,17,16,NB,Religion|Insight|Medicine|Perception|Persuasion,"Mace|Crossbow, light",Luz*0|Taumaturgia*0|OrientaÌ_Ì£o *0|Bless*1|Cure Wounds*1|Detectar Magia*1|Detectar Veneno E DoenÌ_a*1|Command*1|Guiding Bolt*1|Purificar Alimentos*1|Lesser Restoration*2|Spiritual Weapon*2
772dea,Turtle,Soldier,Barbarian,Path of the Totem Warrior,3,,38,18,20,14,18,9,14,15,,Athletics|Animal Handling|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,
640495,Half-Orc,Acolyte,Cleric,Life Domain,3,,22,18,16,10,17,12,17,14,,Religion|Insight|Medicine|Intimidation|Persuasion,"Mace|Crossbow, light",Light*0|Mending*0|Sacred Flame*0|Bless Domain Spell*1|Cure Wounds Domain Spell*1|Shield Of Faith*1|Sanctuary*1|Healing Word*1|Inflicting Wounds*1|Lesser Restoration Domain Spell*2|Spiritual Weapon Domain Spell*2|Zone Of Truth*2|Blindness/deafness*2
f74c74,Forest Gnome,Sage,Sorcerer,Shadow Magic,2,,14,12,8,14,14,14,10,15,,Arcana|History|Insight|Persuasion,Dagger,
b71418,Dragonborn,Outlander,Paladin,,2,,18,16,14,15,13,10,8,15,,Athletics|Insight|Survival|Intimidation,Javelin|Longsword,
95d4a1,Human,Cloistered Scholar,Wizard,Lore Mastery,2,Linguist,16,11,8,13,14,17,10,12,,Arcana|History|Investigation|Religion,Quarterstaff,
dcx3fed09a,Forest Gnome,Outlander,Cleric,Trickery Domain,2,,16,17,12,19,10,10,22,14,,Athletics|Religion|Survival|Persuasion,Mace|Shortbow,Light*0|Sacred Flame*0|Mending*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Inflict Wounds.*1|Guiding Bolt*1|Command*1
acfca6,Human,Criminal,Rogue,,2,Skulker,19,16,14,16,16,13,11,13,,Acrobatics|Stealth|Investigation|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
2a41dd,Mountain Dwarf,Barbarian Tribe Member,Barbarian,,2,,34,16,22,13,20,12,1,16,Chaotic Good,Athletics|Perception|Survival|Intimidation,War Pick|Unarmed Strike|Javelin,
51b400,Dragonborn,Urban Bounty Hunter,Ranger,,2,,16,16,16,16,10,13,14,15,,Athletics|Stealth|Investigation|Insight|Perception,Shortsword|Longbow,
05948f,Forest Gnome,Folk Hero,Fighter,,2,,20,16,15,12,14,15,10,9,Chaotic Good,Athletics|Animal Handling|Perception|Survival,Lance|Handaxe,
18b6f8,High Elf,Criminal,Rogue,,2,,15,15,8,17,12,15,13,10,,Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,Mage Hand*0
5ce2f3,Goblin,Outlander,Rogue,,2,,17,14,8,17,14,14,12,10,chaotic neutral,Athletics|Sleight of Hand|Stealth|Investigation|Perception|Survival,Shortsword|Shortbow|Dagger,
7d35f9,Firbolg,Hermit,Druid,Circle of the Land,2,,6,13,12,14,13,10,19,12,Neutral Good,Religion|Insight|Medicine|Perception,Quarterstaff|Scimitar,Shillelagh*0|Guidance*0|Entangle*1|Faerie Fire*1|Healing Words*1|Thunderwave*1
67dd8d,Firbolg,Folk Hero,Fighter,,2,,20,15,12,15,10,13,14,11,,Athletics|Acrobatics|Animal Handling|Survival,Branch Of Autumn|Vicious Blade Of Wounding,
98c86e,Half-Orc,Noble,Druid,Circle of the Moon,2,,22,15,18,14,16,14,16,15,,Arcana|History|Perception|Intimidation|Persuasion,Scimitar,Poison Spray*0|Thorn Whip*0
99ad89,High Elf,Noble,Cleric,Trickery Domain,2,,15,16,8,17,12,12,14,12,,History|Religion|Insight|Perception|Persuasion,Mace|Dagger,Charm Person*1|Disguise Self*1
d2bd0f,Hill Dwarf,Soldier,Cleric,Life Domain,2,,17,17,14,13,16,10,16,14,neutral good,Athletics|Religion|Insight|Intimidation,Warhammer|Handaxe,Light*0|Sacred Flame*0|Thaumaturgy*0|Bless*1|Cure Wounds*1
58f1cc,Tabaxi,Hermit,Monk,,2,,15,15,10,16,13,10,14,15,Chaotic Good,Athletics|Stealth|Religion|Insight|Medicine|Perception,Dart|Unarmed strike|Spear,
e7c832,Sea Elf,Sailor,Ranger,,2,,18,14,12,17,12,10,15,8,,Athletics|Stealth|Animal Handling|Perception|Survival,Longbow|Rapier|Underwater Bow,
c62099,Turtle,Folk Hero,Monk,,2,,20,20,11,18,14,11,16,11,CN,Athletics|Acrobatics|Animal Handling|Survival,Dart|Unarmed strike,
b51e1b,Dragonborn,Mercenary Veteran,Ranger,,2,,28,15,18,12,18,11,11,13,,Athletics|Stealth|Nature|Perception|Persuasion,Shortsword|Longbow,
f386ae,Forest Gnome,Cloistered Scholar,Wizard,School of Abjuration,2,,14,12,8,15,14,17,12,8,,Arcana|History|Investigation|Religion,Dagger,
fe7cf6,Fire Genasi,Sage,Wizard,School of Divination,2,,14,12,8,14,15,16,10,12,CG,Arcana|History|Investigation|Religion|Persuasion,Dagger,Produce Flame*0|Toll The Dead*0|Minor Illusion*0|Mage Hand*0|Detect Magic*1|Identify*1|Find Familiar*1|Mage Armour*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha's Hideous Laughter*1
30944c,Tiefling,Custom,Warlock,The Fiend,2,,17,13,8,14,14,11,10,17,Neutral,Deception|Persuasion,Dagger,Eldritch Blast*0|Lightning Lure*0|Witchbolt*1|Burning Hands*1
f41ea9,Turtle,Outlander,Ranger,,2,,20,17,17,7,11,14,14,9,Neutral Good,Athletics|Nature|Insight|Perception|Survival,Quarterstaff|Quarterstaff|Longbow|,
555464,Human,Noble,Paladin,,2,Sentinel,24,18,18,12,15,11,14,16,,Athletics|History|Animal Handling|Insight|Persuasion,Longsword|Javelin,
2ee61b,Lightfoot Halfling,Urban Bounty Hunter,Rogue,,2,,19,16,11,20,16,17,17,14,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception,Shortsword|Shortbow|Dagger,
75f614,Tiefling,Hermit,Paladin,,2,,20,17,15,9,14,11,11,16,,Athletics|Religion|Insight|Medicine,Longsword,
69af00,Deep Gnome,Outlander,Paladin,,2,,26,17,22,15,16,10,12,20,,Athletics|Survival|Intimidation|Persuasion,War Pick|Battleaxe|Unarmed Strike,Wrathful Smite*1|Detect Magic*1
a0783e,Mountain Dwarf,Barbarian Tribe Member,Barbarian,,2,,28,14,22,15,15,3,19,10,Chaotic Good,Athletics|Animal Handling|Survival|Intimidation,Unarmed Strike|Javelin|Trident,
767c56,Rock Gnome,Outlander,Ranger,,2,,21,17,8,22,9,20,14,10,Chaotic Good,Athletics|Stealth|Nature|Perception|Survival,Longbow|Shortsword|Shortsword,Speak With Animals*1|Hunters Mark (No Concentration)*1
951bdb,Lineage - Zari,Acolyte,Barbarian,,2,,28,16,22,19,15,1,10,16,,Athletics|Religion|Insight|Intimidation,Halberd|Sling|Javelin,
b9609a,Forest Gnome,Outlander,Druid,Circle of Dreams,2,,16,15,14,15,10,16,22,10,Neutral Good,Athletics|Nature|Animal Handling|Survival,Unicorn Horn,Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak With Animals*1
3add2b,Mountain Dwarf,Barbarian Tribe Member,Barbarian,,2,,28,17,22,20,15,14,10,3,Chaotic Good,Athletics|Nature|Survival|Intimidation,War Hammer|Handaxe|Javelin,
8c16b5,Half-Elf,Criminal,Monk,,2,,20,15,8,17,14,10,14,14,Chaotic Neutral,Athletics|Acrobatics|Sleight of Hand|Stealth|Deception,Unarmed Strike,
8c5e6c,Tiefling,Entertainer,Bard,,2,,18,13,15,14,13,14,10,12,,Acrobatics|Stealth|Arcana|Deception|Performance,"Crossbow, Light|Dagger",Minor Illusion*0|Mage Hand*0|thaumaturgy*0
608216,Stout Halfling,Charlatan,Bard,,2,,19,12,9,13,16,13,13,17,,Sleight of Hand|Deception|Persuasion,Longsword|Dagger,
04355c,Half-Elf,Urchin,Warlock,The Celestial,2,,13,16,8,16,10,10,14,17,Chaotic Good,Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation,Quarterstaff|Light hammer|Dagger,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Cure Wounds*1|Hellish Rebuke*1
188e7b,Deep Gnome,Haunted One,Rogue,,2,,17,13,9,16,15,14,10,10,,Investigation|Religion|Deception|Intimidation,Rapier|Shortbow|Dagger,
c0fcee,Deep Gnome,Faction Agent,Rogue,,2,,11,10,5,10,10,10,12,8,,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Shortsword|Shortbow|Dagger,
179c30,Dragonborn,Hermit,Fighter,,2,,40,17,18,8,12,10,15,14,NG,Religion|Medicine|Survival|Intimidation,Longsword|Javelin,Booming Blade*0|Lightning Lure*0|Unseen Servant*1|Shield*1|Identify*1|Thunderwave*1
6a8d40,Half-Elf,Sage,Sorcerer,Divine Soul,2,,14,12,10,14,12,12,14,16,LG,Arcana|History|Nature|Insight|Medicine|Persuasion,Spear|Dagger|Sickle|Chill Touch|Frostbite (Con)|Magic Missiles (3)|Sleep (20 ft area),Chill Touch*0|Frostbite*0|Message*0|Mold Earth*0|Cure Wounds*1|Magic Missiles*1|Sleep*1|Mage Armor*1
c68c97,Wood Elf,Hermit,Rogue,,2,,18,14,10,16,13,12,14,12,,Athletics|Acrobatics|Sleight of Hand|Investigation|Religion|Medicine|Perception,Rapier|Shortbow|Dagger of Warning,
06bf55,Half-Elf,Acolyte,Paladin,,2,,24,18,10,14,14,10,14,16,,Athletics|Acrobatics|Religion|Insight|Medicine|Intimidation,Rapier|Javelin,
6a5726,Human,Soldier,Fighter,,2,,24,16,16,13,14,12,14,10,,Athletics|Animal Handling|Insight|Intimidation,Longsword|Shortsword|Handaxe,
d2aa00,Wood Elf,Noble,Cleric,War Domain,2,,20,18,15,10,15,10,14,10,,History|Religion|Insight|Perception|Persuasion,Mace|Longsword|Dagger|Longbow,Divine Favor*1|Shield of Faith*1
991b3e,Human,Folk Hero,Paladin,,2,Dual Wielder,24,19,10,16,14,10,12,14,,Stealth|Animal Handling|Insight|Survival|Persuasion,Rapier|Rapier|Javelin,
75da6a,Wood Elf,Hermit,Druid,Circle of the Land,2,,20,16,10,16,14,10,14,12,,Nature|Religion|Animal Handling|Medicine|Perception,Scimitar,
